"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
7835,-118.16,33.91,35,1403,338,1415,367,3.0967,144000,"<1H OCEAN"
517,-122.24,37.83,52,2449,312,916,316,8.1194,471600,"NEAR BAY"
3916,-118.52,34.19,37,1560,275,763,284,3.8516,206900,"<1H OCEAN"
5348,-118.41,34.05,16,9728,2211,3026,1899,5.8758,500001,"<1H OCEAN"
3085,-118.47,35.72,18,4754,1075,1366,690,2.0694,81200,"INLAND"
14816,-117.18,32.7,44,2655,514,1102,489,3.6759,368800,"NEAR OCEAN"
917,-121.97,37.51,25,3333,511,1671,504,5.4359,258300,"<1H OCEAN"
16015,-122.47,37.74,52,3688,640,1605,567,4.9537,365600,"NEAR BAY"
6369,-117.99,34.18,38,2981,432,1063,437,6.5254,365000,"INLAND"
2018,-119.8,36.72,19,1334,336,1171,319,1.0481,48500,"INLAND"
16540,-121.22,37.79,36,1052,221,712,212,1.7228,105000,"INLAND"
16826,-122.49,37.63,34,696,145,398,162,3.525,254100,"NEAR OCEAN"
7296,-118.21,33.97,35,1863,537,2274,510,2.1005,171300,"<1H OCEAN"
5352,-118.4,34.04,40,2079,268,720,282,9.272,500001,"<1H OCEAN"
17675,-121.86,37.32,13,2519,581,2094,530,4.3621,173400,"<1H OCEAN"
15477,-117.17,33.18,25,596,115,426,137,3.0221,214300,"<1H OCEAN"
16940,-122.32,37.55,50,2501,433,1050,410,4.6406,500001,"NEAR OCEAN"
16988,-122.26,37.55,17,1321,425,683,408,4.7045,500001,"NEAR BAY"
8922,-118.48,34.02,25,1583,460,983,422,2.7019,293800,"<1H OCEAN"
17855,-121.89,37.46,5,1519,186,705,186,10.3798,500001,"<1H OCEAN"
17448,-120.45,34.63,25,2445,368,983,363,4.9286,180100,"NEAR OCEAN"
12829,-121.45,38.7,24,2159,369,1141,355,3.9853,90400,"INLAND"
19773,-122.17,39.94,32,2352,477,1316,447,2.2292,57400,"INLAND"
3655,-118.43,34.21,17,3667,1209,2636,1054,2.425,175500,"<1H OCEAN"
11091,-117.89,33.82,24,1268,210,700,224,5.0605,216200,"<1H OCEAN"
18909,-122.26,38.15,16,3921,727,2830,680,4.5053,123700,"NEAR BAY"
3769,-118.43,34.17,37,1982,331,794,340,5.9275,336900,"<1H OCEAN"
13756,-117.16,34.06,33,2101,468,1997,412,2.8125,117200,"INLAND"
15471,-117.2,33.16,13,4503,1137,3094,1091,2.3159,91600,"<1H OCEAN"
15939,-122.4,37.72,37,971,248,647,208,2.1187,239300,"NEAR BAY"
3057,-119.35,35.59,14,2719,502,1497,457,3.176,71800,"INLAND"
1424,-122.05,38,16,1085,217,356,232,2.3462,75000,"NEAR BAY"
15967,-122.45,37.71,34,3131,669,2204,600,3.5536,251000,"NEAR OCEAN"
10653,-117.77,33.55,28,2024,297,617,274,6.7861,499100,"<1H OCEAN"
7071,-118.01,33.95,37,1165,210,627,221,4.6923,181000,"<1H OCEAN"
7206,-118.19,34.02,34,1478,369,1735,348,1.8875,136700,"<1H OCEAN"
9817,-121.93,36.62,39,869,173,406,165,4.0313,253800,"NEAR OCEAN"
4194,-118.24,34.12,41,1213,301,801,300,3.1806,204200,"<1H OCEAN"
6062,-117.79,34.02,5,18690,2862,9427,2777,6.4266,315600,"<1H OCEAN"
18542,-122.01,36.95,52,1217,325,508,237,2.0547,326700,"NEAR OCEAN"
15142,-116.9,32.84,18,3612,737,1864,713,2.7069,153800,"<1H OCEAN"
7284,-118.25,33.98,37,1503,392,1886,401,2.5637,125000,"<1H OCEAN"
12800,-121.45,38.61,32,2436,612,1509,618,1.0424,81400,"INLAND"
8426,-118.34,33.92,29,1475,349,965,370,3.3558,199600,"<1H OCEAN"
18843,-122.93,41.48,20,4288,789,1800,660,2.723,79600,"INLAND"
14874,-117.09,32.62,37,1925,428,1344,426,2.4866,129700,"NEAR OCEAN"
19929,-119.32,36.32,29,2409,436,1142,440,3.6895,87700,"INLAND"
3164,-118.83,35.2,17,1959,484,1763,453,2.1357,53500,"INLAND"
6394,-118.06,34.13,40,4307,918,1769,845,3.6341,391500,"INLAND"
13452,-117.41,34.09,21,3300,587,1896,572,3.6466,130600,"INLAND"
1250,-122.09,39.13,28,4169,895,2587,810,2.331,65500,"INLAND"
304,-122.18,37.77,27,909,236,396,157,2.0786,97500,"NEAR BAY"
2655,-124.23,40.54,52,2694,453,1152,435,3.0806,106700,"NEAR OCEAN"
16099,-122.5,37.75,43,2373,481,1247,454,4.0985,283200,"NEAR OCEAN"
17258,-119.7,34.41,52,1526,458,1633,449,2.2069,226500,"NEAR OCEAN"
18332,-122.15,37.45,52,568,91,219,75,6.1575,500001,"NEAR BAY"
178,-122.24,37.8,47,2046,588,1213,554,2.6292,182700,"NEAR BAY"
11831,-120.87,39.15,17,1819,389,736,283,2.8603,128900,"INLAND"
16396,-121.22,38,35,1841,300,783,285,2.8167,162100,"INLAND"
4708,-118.35,34.06,52,2837,602,1164,551,3.2411,250000,"<1H OCEAN"
18632,-121.96,37.03,17,1343,203,511,185,4.625,386400,"NEAR OCEAN"
5263,-118.52,34.05,45,1814,325,709,311,4.825,500001,"<1H OCEAN"
15285,-117.34,33.16,31,2851,458,1286,467,4.5694,243700,"NEAR OCEAN"
19627,-121.03,37.33,27,1333,230,730,229,3.06,106000,"INLAND"
17585,-121.93,37.31,29,1377,430,969,399,2.6573,252800,"<1H OCEAN"
19788,-122.95,40.67,17,1498,331,574,242,2.0268,94200,"INLAND"
6030,-117.75,34.07,52,1279,213,444,204,5.2269,161000,"INLAND"
19600,-120.93,37.56,17,1812,361,672,334,1.55,166100,"INLAND"
10377,-117.62,33.64,2,7826,893,2985,790,10.1531,484100,"<1H OCEAN"
17293,-119.64,34.43,32,1872,318,749,296,4.625,500001,"<1H OCEAN"
12559,-121.45,38.54,47,1159,250,810,244,2.7787,56000,"INLAND"
4905,-118.26,34.01,38,697,208,749,206,1.4653,118800,"<1H OCEAN"
13150,-121.37,36.89,21,2471,473,1753,451,4.025,293800,"INLAND"
1962,-120.7,38.75,19,2325,430,967,376,2.9,158700,"INLAND"
6127,-117.92,34.11,24,2838,695,2151,645,3.2202,126200,"<1H OCEAN"
5312,-118.43,34.06,41,1463,267,601,267,5.3777,500001,"<1H OCEAN"
15078,-116.99,32.81,18,10968,1521,4439,1501,6.2787,250000,"<1H OCEAN"
11780,-121.28,38.77,6,3819,550,1738,587,5.8718,201400,"INLAND"
1227,-120.56,38.39,20,1326,307,563,237,2.6667,86600,"INLAND"
15394,-116.9,33.22,11,4132,773,2012,703,3.1906,234500,"<1H OCEAN"
15067,-116.97,32.79,19,4108,1101,2971,1006,1.9893,112500,"<1H OCEAN"
8417,-118.34,33.94,36,2796,1041,4033,944,2.4886,160700,"<1H OCEAN"
11367,-117.95,33.74,25,1393,243,976,245,5.4485,225200,"<1H OCEAN"
8575,-118.44,33.88,35,2020,451,724,399,6.6494,500001,"NEAR OCEAN"
18730,-122.36,40.55,21,2500,466,1428,502,2.6513,113300,"INLAND"
19200,-122.7,38.44,42,709,182,547,172,2.1912,165000,"<1H OCEAN"
15838,-122.44,37.75,52,1573,334,725,338,5.0505,380400,"NEAR BAY"
9014,-118.67,34.16,17,16544,2206,6214,2118,9.1228,500001,"<1H OCEAN"
20142,-119.06,34.36,52,1409,359,981,304,2.7951,199300,"<1H OCEAN"
4355,-118.39,34.1,30,6310,957,1776,880,8.944,500001,"<1H OCEAN"
12142,-117.2,33.83,14,1265,230,621,173,3.6618,161300,"INLAND"
19783,-122.96,40.77,29,1637,297,753,270,3.2891,93100,"INLAND"
19087,-122.5,38.4,36,1860,364,777,339,4.1307,295700,"<1H OCEAN"
5546,-118.4,33.97,37,1364,248,494,242,4.6364,456300,"<1H OCEAN"
17044,-122.28,37.49,25,7335,1157,2626,1049,6.5475,500001,"NEAR OCEAN"
16403,-121.2,37.97,39,440,83,270,97,6.0582,157700,"INLAND"
11216,-117.93,33.81,18,3291,587,1640,563,4.8981,166300,"<1H OCEAN"
16357,-121.32,38.02,26,2851,533,1544,499,3.5379,99100,"INLAND"
18226,-122.1,37.41,33,6277,1274,3025,1211,5.4721,343300,"NEAR BAY"
13000,-121.25,38.67,14,6155,1034,2407,941,4.2262,244300,"INLAND"
2706,-115.59,32.85,20,1608,274,862,248,4.875,90800,"INLAND"
12836,-121.45,38.69,32,2962,526,1542,521,2.2243,89200,"INLAND"
7557,-118.19,33.92,35,915,241,1153,252,3.305,115800,"<1H OCEAN"
19833,-119.38,36.54,33,2465,536,2030,522,1.5223,51800,"INLAND"
5118,-118.28,33.96,34,2074,562,1913,514,1.6156,102100,"<1H OCEAN"
10064,-120.91,39.39,16,352,105,226,82,1.6094,79500,"INLAND"
19379,-120.69,37.77,46,431,86,239,80,3.3182,282100,"INLAND"
9166,-118.43,34.42,13,3600,580,1799,576,6.2971,218300,"<1H OCEAN"
14142,-117.08,32.74,26,2359,622,2067,581,1.8103,124700,"NEAR OCEAN"
1996,-119.77,36.72,43,1763,389,1623,390,1.4427,47700,"INLAND"
18953,-122.06,38.25,36,1818,323,953,298,3.3153,99000,"INLAND"
6069,-117.86,34.01,16,4632,NA,3038,727,5.1762,264400,"<1H OCEAN"
11746,-121.14,38.77,15,10282,1333,3868,1300,6.4789,287800,"INLAND"
16544,-121.23,37.79,23,1985,424,1198,389,2.7734,116800,"INLAND"
16225,-121.33,37.98,36,3113,576,1746,544,3.4625,84600,"INLAND"
19348,-122.82,38.61,41,2720,501,987,364,4.0294,201700,"<1H OCEAN"
7696,-118.11,33.96,29,2784,582,1278,550,4.3882,261600,"<1H OCEAN"
11466,-118,33.66,16,2809,708,1260,638,3.2353,252900,"NEAR OCEAN"
4869,-118.28,34.05,44,1273,474,1754,460,1.6037,275000,"<1H OCEAN"
20570,-121.76,38.66,17,5320,984,2866,928,4.1997,133400,"INLAND"
858,-122.09,37.6,36,385,94,295,92,2.9706,147900,"NEAR BAY"
2325,-119.73,36.83,14,3348,491,1584,493,5.0828,111400,"INLAND"
4306,-118.3,34.09,32,2202,674,2178,635,2.0307,226700,"<1H OCEAN"
5651,-118.29,33.74,30,2074,533,1311,531,2.0329,225800,"NEAR OCEAN"
18635,-121.99,37.05,19,2023,392,955,328,5.2486,353000,"NEAR OCEAN"
17838,-121.9,37.44,12,4228,734,2594,732,6.6086,299400,"<1H OCEAN"
8778,-118.31,33.79,35,2290,563,1374,530,3.2472,254700,"<1H OCEAN"
10563,-117.76,33.72,11,4508,618,1993,573,10.4498,386100,"<1H OCEAN"
13782,-117.04,34.02,24,4663,1213,1851,1116,1.4418,103500,"INLAND"
11016,-117.82,33.77,27,2578,314,976,340,7.1882,359200,"<1H OCEAN"
15953,-122.45,37.72,52,1729,319,890,300,4.3036,261800,"NEAR BAY"
9004,-118.35,34,40,2894,395,1063,409,6.939,372000,"<1H OCEAN"
1945,-120.95,38.79,12,3247,579,1459,517,4.3981,202800,"INLAND"
12818,-121.49,38.62,8,15309,2996,7463,2885,3.9143,129700,"INLAND"
18560,-122.06,36.96,52,65,17,24,10,4.5,258300,"NEAR OCEAN"
19221,-122.68,38.46,15,1811,406,718,403,2.3929,141300,"<1H OCEAN"
7169,-118.17,34.06,43,464,NA,416,120,2.475,142600,"<1H OCEAN"
16593,-121.43,37.73,40,1718,391,1312,388,2.9955,134700,"INLAND"
19903,-119.28,36.32,29,2274,514,1234,521,1.9138,66900,"INLAND"
2059,-119.65,36.62,6,1931,422,1344,414,1.6607,58000,"INLAND"
11528,-118.08,33.77,26,2461,562,971,544,2.1944,87500,"<1H OCEAN"
2775,-115.8,33.26,2,96,18,30,16,5.3374,47500,"INLAND"
3722,-118.43,34.2,28,3386,NA,2240,737,3.0221,290100,"<1H OCEAN"
12362,-116.48,33.84,5,5480,1371,1050,485,1.7204,137500,"INLAND"
880,-122.01,37.56,24,2563,485,1174,501,3.8179,216100,"NEAR BAY"
934,-122.05,37.55,23,4247,835,2357,823,5.1321,211300,"NEAR BAY"
884,-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000,"<1H OCEAN"
3735,-118.4,34.19,30,521,126,306,129,4.1125,216700,"<1H OCEAN"
17996,-121.98,37.29,33,2120,349,907,336,7.5443,283000,"<1H OCEAN"
11813,-121.15,39,15,4145,691,1872,680,4.3553,220600,"INLAND"
3311,-122.63,38.94,18,3844,969,1832,845,1.125,81800,"INLAND"
9126,-118.07,34.58,34,3416,601,1929,567,4.0147,107400,"INLAND"
12955,-121.28,38.68,14,11442,2690,6068,2435,2.6016,121200,"INLAND"
6519,-118.01,34.07,24,5684,1485,6626,1481,2.2559,166800,"INLAND"
8623,-118.38,33.87,33,1993,371,918,361,6.9021,337600,"<1H OCEAN"
10352,-117.68,33.63,16,5218,1187,2701,1125,3.929,143100,"<1H OCEAN"
11771,-121.32,38.74,14,1449,228,670,232,4.3897,186300,"INLAND"
260,-122.2,37.77,41,1547,415,1024,341,2.0562,102000,"NEAR BAY"
2173,-119.85,36.78,8,3096,684,1454,545,2.7857,79700,"INLAND"
9277,-122.59,38.12,25,7784,1145,3445,1166,6.0132,287900,"<1H OCEAN"
4426,-118.24,34.07,27,223,80,249,82,1.6136,137500,"<1H OCEAN"
7629,-118.28,33.85,27,489,98,403,97,5.144,180800,"<1H OCEAN"
17629,-121.92,37.26,33,1306,259,762,237,4.5208,230700,"<1H OCEAN"
19920,-119.29,36.3,20,1157,179,572,191,5.3495,177300,"INLAND"
2411,-119.45,36.6,42,510,88,247,99,2.5,73000,"INLAND"
13193,-117.69,34.07,35,3222,559,1970,550,3.7083,131000,"INLAND"
17436,-120.46,34.64,37,1697,334,740,272,2.3804,148000,"NEAR OCEAN"
10610,-117.79,33.68,13,2636,416,1137,404,7.2118,311500,"<1H OCEAN"
5319,-118.42,34.06,44,533,90,291,97,10.8045,500001,"<1H OCEAN"
11523,-118.08,33.72,14,2021,396,696,367,7.1673,340700,"NEAR OCEAN"
11752,-121.18,38.8,18,2541,414,1276,405,5.1857,220100,"INLAND"
11552,-117.98,33.75,37,1264,274,783,273,3.3438,199600,"<1H OCEAN"
4679,-118.34,34.08,52,1721,195,688,196,15.0001,500001,"<1H OCEAN"
7792,-118.07,33.89,35,1145,274,1651,265,3.125,120300,"<1H OCEAN"
18486,-121.57,37,18,7241,1225,4168,1138,4.5714,260300,"INLAND"
9539,-120.71,37.39,11,1479,341,1476,327,3.2721,73800,"INLAND"
1423,-122.05,38,36,2476,472,1213,393,3.7333,136400,"NEAR BAY"
1267,-121.67,37.99,22,1046,195,527,164,4.375,213500,"INLAND"
19295,-122.84,38.4,15,3080,617,1446,599,3.6696,194400,"<1H OCEAN"
1362,-122.02,38.02,44,1465,247,817,237,4.8693,156900,"NEAR BAY"
12896,-121.33,38.65,24,3533,741,1496,723,2.8106,183200,"INLAND"
13743,-117.19,34.03,20,856,124,395,145,10.8634,381800,"INLAND"
9474,-123.4,39.46,10,4086,831,2111,758,3.2156,104400,"<1H OCEAN"
19922,-119.34,36.32,14,1204,227,633,247,3.925,83800,"INLAND"
4481,-118.17,34.07,37,1155,225,814,241,3.875,148500,"<1H OCEAN"
17500,-119.78,34.44,28,2864,495,1364,482,4.835,353400,"NEAR OCEAN"
10777,-117.9,33.65,30,2196,486,1131,460,4.4135,272300,"<1H OCEAN"
9575,-120.59,37.35,15,3249,613,1569,595,3.5393,88000,"INLAND"
10402,-117.59,33.61,3,2993,429,991,390,10.0765,378200,"<1H OCEAN"
11710,-120.18,39.14,25,2171,386,248,116,3.0375,171900,"INLAND"
5547,-118.4,33.97,44,2825,453,1221,461,5.9544,377200,"<1H OCEAN"
6184,-117.91,34.09,20,4327,1037,2296,963,3.0441,185400,"<1H OCEAN"
11709,-120.2,39.12,15,2146,361,197,76,4.1316,2e+05,"INLAND"
11421,-117.96,33.69,17,2500,343,1242,368,7.7313,316700,"<1H OCEAN"
16415,-121.24,37.9,16,50,10,20,6,2.625,137500,"INLAND"
15979,-122.46,37.76,52,1817,449,948,380,3.93,390000,"NEAR BAY"
18852,-122.3,41.32,13,2300,513,1151,488,2.1571,81500,"INLAND"
7617,-118.22,33.86,16,8732,1489,3944,1493,5.1948,203500,"<1H OCEAN"
18784,-122.33,40.47,30,2502,523,1296,481,2.125,66100,"INLAND"
7325,-118.18,33.98,30,1735,573,2237,545,2.3444,156100,"<1H OCEAN"
5941,-117.91,34.14,42,2225,485,1544,464,2.2442,166700,"INLAND"
10602,-117.81,33.67,8,2098,342,908,329,7.7589,342900,"<1H OCEAN"
18392,-121.87,37.27,16,3298,451,1542,423,6.7064,305600,"<1H OCEAN"
8327,-118.3,33.94,36,3504,862,2521,836,2.5679,114900,"<1H OCEAN"
3161,-118.92,35.13,29,1297,262,909,253,1.9236,106300,"INLAND"
19127,-122.69,38.27,32,2344,434,1066,384,4.0313,285000,"<1H OCEAN"
19846,-119.1,36.4,31,1533,361,1518,386,1.5608,51700,"INLAND"
7012,-118.07,33.97,32,3400,826,3017,793,2.4607,155600,"<1H OCEAN"
1729,-122.41,37.98,36,60,15,42,25,1.4583,67500,"NEAR BAY"
13925,-114.31,34.19,15,5612,1283,1015,472,1.4936,66900,"INLAND"
15286,-117.33,33.16,29,3559,552,1533,545,4.0585,245500,"NEAR OCEAN"
3837,-118.44,34.19,37,1516,344,983,347,5,243600,"<1H OCEAN"
12363,-116.48,33.79,14,9425,2020,1711,1000,2.6298,145200,"INLAND"
3966,-118.56,34.19,36,2600,441,1246,426,4.1111,215600,"<1H OCEAN"
16298,-121.22,37.96,30,1737,381,1177,347,1.9875,56400,"INLAND"
2485,-120.38,36.15,17,2279,448,1200,420,2.7461,70000,"INLAND"
15600,-116.2,32.64,28,1608,409,567,254,1.4648,61800,"INLAND"
9482,-123.34,39.39,18,2821,628,1636,615,2.3333,84000,"<1H OCEAN"
12514,-121.46,38.56,52,1878,393,722,381,3.3348,122800,"INLAND"
554,-122.26,37.77,52,2097,444,915,413,2.9899,228100,"NEAR BAY"
603,-122.09,37.7,33,4413,1107,2239,1051,2.9861,208200,"NEAR BAY"
1381,-122.09,38,6,10191,1882,4377,1789,5.2015,204200,"NEAR BAY"
12772,-121.43,38.63,43,1009,225,604,218,1.6641,67000,"INLAND"
14839,-117.1,32.68,49,1412,350,1200,332,2.0398,93600,"NEAR OCEAN"
4833,-118.29,34.04,44,1941,579,2049,535,2.0405,143000,"<1H OCEAN"
18274,-122.08,37.36,28,2181,284,728,238,8.2266,500001,"NEAR BAY"
19730,-121.58,38.81,25,778,135,340,155,1.7857,258300,"INLAND"
18501,-121.55,37.37,39,759,141,252,106,3.6964,262500,"INLAND"
8229,-118.19,33.77,35,1574,603,820,514,1.2321,137500,"NEAR OCEAN"
2902,-119.02,35.38,52,90,35,36,31,0.8054,60000,"INLAND"
4024,-118.52,34.18,46,2082,438,1047,393,3.6534,216000,"<1H OCEAN"
12045,-117.51,33.89,16,5418,1005,2690,1088,4.0556,158000,"INLAND"
20527,-121.61,38.38,37,1365,276,952,268,4.037,156900,"INLAND"
10445,-117.61,33.43,24,2303,399,851,379,3.9875,346500,"NEAR OCEAN"
16040,-122.47,37.71,44,2547,511,1577,516,4.1939,237900,"NEAR OCEAN"
1626,-122.16,37.83,16,4596,705,1480,650,7.52,370200,"NEAR BAY"
16327,-121.36,37.99,8,1801,380,684,350,4.2589,134900,"INLAND"
704,-122.04,37.63,21,1307,236,586,249,4.7813,241900,"NEAR BAY"
3515,-118.49,34.26,27,2722,468,1164,419,4.6591,239900,"<1H OCEAN"
3749,-118.38,34.19,42,1308,289,950,302,2.7379,181500,"<1H OCEAN"
5043,-118.32,33.98,49,1412,333,901,328,1.7067,118600,"<1H OCEAN"
3368,-120.37,40.17,21,789,141,406,146,2.1198,73500,"INLAND"
3806,-118.44,34.21,20,5756,1477,4031,1369,3.2448,221200,"<1H OCEAN"
2925,-119.01,35.37,38,1702,380,1191,366,1.8801,57800,"INLAND"
10901,-117.84,33.74,25,1818,577,1426,532,3.2104,112500,"<1H OCEAN"
5701,-118.25,34.23,41,1979,496,1157,459,4.4083,217700,"<1H OCEAN"
5549,-118.37,33.97,41,1833,355,847,348,5.726,287800,"<1H OCEAN"
11642,-118.05,33.82,21,2997,372,1323,372,8.6123,386700,"<1H OCEAN"
5071,-118.31,33.98,44,222,54,234,77,5.1136,111700,"<1H OCEAN"
18334,-122.16,37.45,19,2207,810,1304,775,2.1406,402500,"NEAR BAY"
16095,-122.5,37.76,50,1993,410,1009,374,3.9464,295600,"NEAR OCEAN"
980,-121.87,37.67,10,4337,800,1813,743,5.5,247200,"INLAND"
3663,-118.38,34.25,38,983,185,513,170,4.8816,231500,"<1H OCEAN"
7387,-118.24,33.96,30,859,221,912,191,1.9041,105100,"<1H OCEAN"
16481,-121.28,38.17,19,1337,236,744,225,4.0924,244200,"INLAND"
9595,-120.46,37.33,17,6111,1171,2950,1104,3.2852,98800,"INLAND"
2698,-115.37,32.82,30,1602,322,1130,335,3.5735,71100,"INLAND"
4784,-118.33,34.03,39,2840,826,1911,688,1.9018,137500,"<1H OCEAN"
16806,-122.41,37.66,32,1385,356,1096,353,4.475,246700,"NEAR OCEAN"
7836,-118.15,33.91,35,574,116,610,147,3.3182,133300,"<1H OCEAN"
12087,-117.38,33.89,12,3964,524,1707,549,5.1624,267900,"INLAND"
2165,-119.82,36.77,36,2252,468,1117,442,2.9081,65600,"INLAND"
489,-122.26,37.86,52,2888,604,1253,538,3.3893,241700,"NEAR BAY"
3417,-118.41,34.29,32,1591,320,1818,306,4.2969,145800,"<1H OCEAN"
14834,-117.1,32.67,15,1635,553,1347,597,1.2745,92900,"NEAR OCEAN"
12660,-121.44,38.5,27,2527,439,1089,415,4.088,96800,"INLAND"
11320,-117.98,33.77,7,2252,570,1576,550,3.6333,169800,"<1H OCEAN"
5976,-117.77,34.1,50,2388,494,1241,459,2.8818,167200,"INLAND"
11344,-117.93,33.76,21,2884,662,2613,645,4.05,177900,"<1H OCEAN"
17947,-121.96,37.33,26,3269,788,1427,696,4.2136,288300,"<1H OCEAN"
1282,-121.81,38.01,47,1942,430,1074,393,2.2361,105100,"INLAND"
5950,-117.86,34.14,36,3097,667,1484,634,3.1905,235300,"INLAND"
15982,-122.46,37.75,26,2192,438,954,456,4.5352,374200,"NEAR BAY"
5712,-118.24,34.22,41,2476,506,1271,485,3.4531,263900,"<1H OCEAN"
5756,-118.28,34.18,52,2602,418,1137,419,5.3185,358000,"<1H OCEAN"
14517,-117.12,32.91,8,3405,961,1742,918,2.8728,114600,"<1H OCEAN"
4823,-118.31,34.05,35,2007,571,1513,554,2.1162,229200,"<1H OCEAN"
7824,-118.13,33.9,38,1475,269,827,265,4.7663,191600,"<1H OCEAN"
18225,-122.09,37.4,36,1575,379,1036,382,5.1408,264700,"NEAR BAY"
10180,-117.96,33.86,35,2181,371,1249,358,4.2937,183200,"<1H OCEAN"
3071,-119.25,35.79,8,3271,797,2700,688,1.7418,62200,"INLAND"
7304,-118.19,33.98,40,973,272,1257,258,2.8214,158000,"<1H OCEAN"
5436,-118.42,34.01,32,1300,356,703,311,3.5667,394000,"<1H OCEAN"
15020,-117.02,32.78,33,3481,708,1726,719,3.3675,158200,"<1H OCEAN"
2101,-119.76,36.75,35,2347,526,1676,481,1.6548,49400,"INLAND"
11888,-117.36,33.98,46,1680,453,1570,435,2.0436,82300,"INLAND"
15813,-122.43,37.76,52,3708,849,1531,822,3.3565,386400,"NEAR BAY"
17351,-120.43,34.9,30,2388,393,1117,375,4.1058,164000,"<1H OCEAN"
19316,-122.91,38.43,19,1968,350,852,308,4.6705,269800,"<1H OCEAN"
8465,-118.33,33.91,35,1092,302,962,297,3.5903,183300,"<1H OCEAN"
7677,-118.09,33.92,36,1226,211,711,219,4.5699,170800,"<1H OCEAN"
12133,-117.22,33.92,5,16884,2865,9509,2688,4.0938,130900,"INLAND"
2351,-119.69,36.79,13,1736,313,993,314,3.7697,83600,"INLAND"
10286,-117.84,33.9,24,1723,223,707,219,7.0352,299600,"<1H OCEAN"
4670,-118.3,34.05,34,1453,588,1987,589,2.096,187500,"<1H OCEAN"
14806,-117.17,32.68,16,5895,1424,873,522,7.3669,187500,"NEAR OCEAN"
5560,-118.45,33.96,36,2723,547,1090,519,6.3267,500001,"<1H OCEAN"
3135,-118.34,34.86,11,7353,1482,3571,1308,2.8097,130000,"INLAND"
11442,-117.98,33.73,18,3833,NA,2192,996,3.4679,219700,"<1H OCEAN"
8290,-118.14,33.76,37,3242,698,1080,629,3.901,432500,"NEAR OCEAN"
13559,-117.32,34.1,42,801,176,711,183,1.8681,59700,"INLAND"
12197,-117.43,33.55,8,446,62,188,68,9.4356,465600,"<1H OCEAN"
8139,-118.1,33.83,36,1408,250,702,251,4.875,222500,"<1H OCEAN"
6797,-118.14,34.08,30,1433,397,1110,346,2.3464,191700,"<1H OCEAN"
10821,-117.92,33.65,15,1309,477,1330,424,3.4417,182500,"<1H OCEAN"
871,-121.93,37.49,5,1150,311,648,245,3.5714,3e+05,"<1H OCEAN"
19635,-120.89,37.52,42,1200,221,647,192,2.5402,157500,"INLAND"
18570,-121.75,36.92,46,1362,321,1068,305,2.4615,177800,"<1H OCEAN"
4243,-118.33,34.11,38,3495,1100,1939,994,2.2148,438300,"<1H OCEAN"
13903,-116.44,34.16,19,1867,361,758,321,2.8929,98100,"INLAND"
10142,-117.89,33.9,16,1426,216,652,226,6.5284,288700,"<1H OCEAN"
11106,-117.88,33.84,33,1526,237,906,245,5.1782,225000,"<1H OCEAN"
4974,-118.28,34,42,1534,417,1295,380,2.0938,119200,"<1H OCEAN"
2896,-118.98,35.37,35,825,179,670,181,1.1638,57900,"INLAND"
11048,-117.83,33.81,28,1972,315,970,326,5.4298,234200,"<1H OCEAN"
15992,-122.47,37.75,51,2413,431,1095,437,4.0089,357000,"NEAR BAY"
10912,-117.86,33.73,23,407,108,647,96,3.775,177400,"<1H OCEAN"
6100,-117.88,34.11,30,3082,602,2008,619,4.1411,182700,"<1H OCEAN"
20193,-119.21,34.26,31,224,88,326,88,2.375,55000,"NEAR OCEAN"
4499,-118.21,34.05,26,745,258,694,236,1.3846,129200,"<1H OCEAN"
860,-121.97,37.57,21,4342,783,2172,789,4.6146,247600,"<1H OCEAN"
6280,-117.95,34.02,22,1919,411,1203,363,4.2578,144100,"<1H OCEAN"
6515,-118.04,34.07,39,1382,315,1090,308,3.8125,174000,"<1H OCEAN"
7832,-118.15,33.9,20,2850,737,1855,662,2.809,144600,"<1H OCEAN"
11907,-117.39,33.97,48,1915,348,1060,376,3.4044,117900,"INLAND"
3517,-118.48,34.25,36,1951,395,1040,375,5.1619,195300,"<1H OCEAN"
3715,-118.4,34.19,35,2180,599,1483,574,3.0395,191300,"<1H OCEAN"
17287,-119.72,34.41,26,1648,378,954,405,3.2895,335000,"NEAR OCEAN"
7574,-118.21,33.9,43,1810,357,1335,358,3.1189,118800,"<1H OCEAN"
9458,-123.84,39.83,19,1461,340,515,227,1.5278,145800,"NEAR OCEAN"
1938,-120.98,38.66,9,2073,404,916,373,3.225,163300,"INLAND"
19997,-119.45,36.16,27,2119,373,1268,345,2.8152,106900,"INLAND"
4301,-118.29,34.09,35,2624,1116,3548,1008,2.0132,198400,"<1H OCEAN"
9332,-122.5,37.97,25,6526,1902,5917,1812,2.7273,187500,"NEAR BAY"
8628,-118.39,33.88,33,2543,439,1098,416,5.9683,495500,"<1H OCEAN"
12965,-121.31,38.71,18,3998,744,2071,660,4.3836,102000,"INLAND"
8507,-118.3,33.88,30,1348,333,885,322,3.2574,195300,"<1H OCEAN"
10145,-117.9,33.91,26,2885,476,1227,439,4.9524,226600,"<1H OCEAN"
14925,-117.06,32.63,29,4168,742,2096,713,4.2204,169800,"NEAR OCEAN"
